id,external_id,external_source,external_url,name,starts_at,ends_at,quarter,organizer_id,venue_id,description,picture_url,free_food,updated_at,created_at
61306124268,Eventbrite,https://www.eventbrite.com/e/61306124268,"Common Hymnal House Show",2019-06-07T20:00:00-0700,2019-06-07T22:00:00-0700,Spring,4,1,"A Live House Show featuring songs from the underground","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F62501209%2F305768766848%2F1%2Foriginal.20190518-030747?h=200&w=450&auto=compress&rect=0%2C0%2C2160%2C1080&s=d6ba94f378898196c5e2359c22aba2e4",false
61848631923,Eventbrite,https://www.eventbrite.com/e/61848631923,"Cannabis Oriented Research Summit",2019-06-03T09:30:00-0700,2019-06-03T19:00:00-0700,Spring,4,1,"The Cannabis Oriented Research (COR) Summit is a day of education and networking for research professionals interested in cannabis.","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F62346382%2F307596550394%2F1%2Foriginal.20190515-184508?h=200&w=450&auto=compress&rect=0%2C0%2C2160%2C1080&s=feb750b88e7073968458ff546531131e",false
62065575808,Eventbrite,https://www.eventbrite.com/e/62065575808,"DITCH DAY",2019-06-07T12:00:00-0700,2019-06-07T17:00:00-0700,Spring,4,1,"YOU'RE INVITED. W Los Angeles invites you ditch work early and dive into our WET Deck.","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F62485892%2F308132718481%2F1%2Foriginal.20190517-190346?h=200&w=450&auto=compress&rect=0%2C60%2C1920%2C960&s=ac9a67f12f00fd49862f1b1ba448f965",false
60327368784,Eventbrite,https://www.eventbrite.com/e/60327368784,"06/07/2019 OASIS Training ",2019-06-07T10:00:00-0700,2019-06-07T12:00:00-0700,Spring,4,1,"Primary Scheduler Training in OASIS",,false
62073714150,Eventbrite,https://www.eventbrite.com/e/62073714150,"Queer Me Out",2019-06-06T19:00:00-0700,2019-06-06T21:00:00-0700,Spring,4,1,"Join the conversation during LA Pride week on Thursday, June 6 during W’s LGBTQ panel initiative Queer Me Out.","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F62498007%2F308132718481%2F1%2Foriginal.20190518-000251?h=200&w=450&auto=compress&rect=0%2C17%2C1500%2C750&s=1bc1ea969e15b55a61d2ad20405dca94",false
61907246240,Eventbrite,https://www.eventbrite.com/e/61907246240,"Plateia \"Savor and Sip\" Wine Dinner",2019-06-22T18:00:00-0700,2019-06-22T21:00:00-0700,Spring,4,1,"Plateia Restaurant invites you to a unique culinary event in support of eliminating food insecurity for UCLA students.","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F62437365%2F307763806045%2F1%2Foriginal.20190516-233133?h=200&w=450&auto=compress&rect=0%2C0%2C2880%2C1440&s=3d359dbfb9d4bfdb26bc2f9af6878a70",false
60439014720,Eventbrite,https://www.eventbrite.com/e/60439014720,"Inaugural Los Angeles Postdoctoral Research Symposium",2019-06-06T09:00:00-0700,2019-06-06T17:30:00-0700,Spring,4,1,"Join fellow postdocs from the LA area to learn more about the research strengths of our city!","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F62489530%2F302925327130%2F1%2Foriginal.20190517-201220?h=200&w=450&auto=compress&rect=0%2C0%2C1460%2C730&s=54a3f6fc2267aa69d023e3c81c91c449",false
60987043890,Eventbrite,https://www.eventbrite.com/e/60987043890,"VCH Banquet (2018-2019)",2019-06-01T18:00:00-0700,2019-06-01T21:00:00-0700,Spring,4,1,"Wind down and party up with VCH as you eat delicious cuisine, play games, win prizes, and watch home-made entertainment-- just for you!","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F61479025%2F304803771839%2F1%2Foriginal.20190501-025830?h=200&w=450&auto=compress&rect=0%2C30%2C960%2C480&s=aac16ec8049be6bfeb5fcd2d19257c47",false
59863072060,Eventbrite,https://www.eventbrite.com/e/59863072060,"The Advocates Screening and Q&A",2019-06-18T19:30:00-0700,2019-06-18T21:30:00-0700,Spring,4,1,"Join us for a screening and community discussion on homelessness in Los Angeles presented by the UCLA-DMH Public Mental Health Partnership","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F59725188%2F299560032823%2F1%2Foriginal.20190404-183015?h=200&w=450&auto=compress&rect=0%2C0%2C2160%2C1080&s=e09055a016d4770fd8e0d9f66f1aa74f",false
60846757289,Eventbrite,https://www.eventbrite.com/e/60846757289,"UCLA Alpha Epsilon Delta Active/Alumni Mixer",2019-06-08T16:00:00-0700,2019-06-08T19:00:00-0700,Spring,4,1,"The Alpha Epsilon Delta California Theta Chapter at UCLA invites you to our first annual Active/Alumni mixer event!","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F61149052%2F304258996923%2F1%2Foriginal.20190424-231201?h=200&w=450&auto=compress&rect=0%2C0%2C560%2C280&s=f2ec316c371befc80695c635052d3a56",false
61806009438,Eventbrite,https://www.eventbrite.com/e/61806009438,"Pre-Departure Global Health Meeting",2019-06-04T12:00:00-0700,2019-06-04T13:00:00-0700,Spring,4,1,"Dear Fielding Community, Please join the Center for Global and Immigrant Health for the pre-departure meeting to learn about health and security precautions overseas. This meeting is MANDATORY for all FSPH students going abroad. You will have the opportunity to meet others who will be doing international fieldwork. Tuesday, June 4th | 12-1pm CHS 41-268 *Lunch will be provided  We look forward to seeing you!","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F62184306%2F51295643490%2F1%2Foriginal.20190513-170931?h=200&w=450&auto=compress&rect=2%2C0%2C326%2C163&s=80fc96c5675eb577795c69ee3d12b259",false
61667271469,Eventbrite,https://www.eventbrite.com/e/61667271469,"The Future of Supply Chain Sustainability",2019-06-04T16:30:00-0700,2019-06-04T19:00:00-0700,Spring,4,1,"The IoES Corporate Partners Program is hosting a panel of three business professionals on the topic of supply chain sustainability. Incorporating supply chain considerations is no longer a differentiator in the field of corporate sustainability, but rather a standard practice for major companies. During the discussion, speakers will address topics such as procurement strategies, supplier evaluations, and the future of supply chain practices. Three student teams will share their research findings on related topics during a networking reception following the event. Program: 4:30-6:00 Speakers and Panel Discussion 6:00-7:00 Reception with Light Refreshments, Student Posters Parking will be provided in Structure 5 for registered attendees. Detailed campus map will be included an a reminder email on May 31st.  Panelists: Daniel Perry, Global Alliances Director @ EcoVadis Shawn O'Connell, President, Motive Power-Americas @ EnerSys Cynthia Holmes, Director of Trademarks & Licensing @ ASUCLA To learn more about the Corporate Partners Program at IoES, visit our webpage: https://www.ioes.ucla.edu/cpp/.  ","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F62023591%2F267922536812%2F1%2Foriginal.20190509-222543?h=200&w=450&auto=compress&rect=0%2C621%2C5614%2C2807&s=9d33e3794c86746b4bed2a9d721997e2",false
60735402223,Eventbrite,https://www.eventbrite.com/e/60735402223,"3D Printing 101: Intro to 3D Printing",2019-06-03T19:00:00-0700,2019-06-03T20:00:00-0700,Spring,4,1,"MUST BE UCLA STUDENT OR FACULTY TO PARTICIPATE No experience required, just sign up, check in, and by the end of the class, you'll be able to print at the UCLA Makerspace! What you'll learn: What is 3D printing? What is a slicer and how to use it How to print at the MakerSpace If you have one, please bring a laptop with you as we will be going through how to use some 3D printing software. ","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F55277651%2F274239673380%2F1%2Foriginal.20190117-034000?h=200&w=450&auto=compress&rect=0%2C88%2C752%2C376&s=0e80426937f8bc3fbe0642d7a3933d27",false
59930171757,Eventbrite,https://www.eventbrite.com/e/59930171757,"CAD 101F: Intro to 3D Modeling",2019-06-04T19:00:00-0700,2019-06-04T20:00:00-0700,Spring,4,1,"MUST BE UCLA STUDENT OR FACULTY TO PARTICIPATE Introductory 3D CAD (Computer Aided Design) class using Fusion 360. What you'll learn: How to make basic parts and sketches in Fusion 360. How to export them to a slicer for 3D printing How to import STL files and edit them INSTALL FUSION 360 ON A PERSONAL COMPUTER AND BRING IT TO THE CLASS. Installation instructions: 1. Follow this link: https://www.autodesk.com/products/fusion-360/students-teachers-educators 2. Create an Autodesk Account and verify your g.ucla.edu email account. 3. Download the Software for your OS and install it. Bring your Bruincard and a copy of the Ticket on your phone- Class is only open to UCLA Students. Topics Covered: Sketches, Solid bodies","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F55277630%2F274239673380%2F1%2Foriginal.20190117-033938?h=200&w=450&auto=compress&rect=0%2C13%2C644%2C322&s=dc53400d97228d7f63fd2f3363cf79f9",false
60212793085,Eventbrite,https://www.eventbrite.com/e/60212793085,"GENETICS Peer Review Training Workshop",2019-06-20T14:00:00-0700,2019-06-20T18:00:00-0700,Spring,4,1,"This workshop will provide an introduction to peer reviewing for early career researchers, including graduate students. The workshop will cover best practices and a mock review. Becoming a better reviewer will help you to become a better author and to hone some of the skills central to scientific success, including critical thinking, evaluating research, providing helpful feedback, and understanding the mindset and expectations of peer reviewers and editors. ","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F60157688%2F246504585336%2F1%2Foriginal.20190410-181906?h=200&w=450&auto=compress&rect=0%2C13%2C1280%2C640&s=0987df0a9d7513ae8a127d66f506db9e",false
60893663587,Eventbrite,https://www.eventbrite.com/e/60893663587,"Moon Sisters' Soil2Soul Retreat (June)",2019-06-28T16:00:00-0700,2019-06-29T12:00:00-0700,Spring,4,1,"It's our Moon Sisters' Soil2Soul Retreat! This woman-centric newMOON Shabbaton is a retreat that celebrates diversity of expression and experience and we actively welcome queer and transwomen to join us, as well as non-binary individuals. Together we will enjoy an unforgettable Shabbat as we explore Jewish mystical teachings and a deep and embodied connection to Oneness in a non-hierarchical and sacred space. Give and receive lifeforce as we reflect on our ancestors, our connection to the land, and the unique Torah that each one of us has to share with this world.  Join us for ritual, challah kneading and baking, healing workshops, and shhhh, a newMOON dance party! Enjoy healthy, homecooked always-organic food throughout the weekend.  Optional: sleep outside in a tent, under the mysterious dark moon!  ","https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F61205733%2F20158532828%2F1%2Foriginal.20190421-165859?h=200&w=450&auto=compress&rect=0%2C2064%2C3024%2C1512&s=c183e1bd193d416c93ad1fe34feb02f6",false
